borrower_id,loan_id,cycle_start_date,due_date,statement_date,amount_due,amount_paid,days_late,fee_assessed,interest_accrued,remaining_principal,payment_method,autopay_flag,hardship_flag,state,product_type,apr,term_months,statement_text,pay_ratio,is_partial_payment,fee_to_paid,fees_rolling3,fee_to_paid_prev,spiral_flag,anomaly_score,is_anomaly,explanation
B1041,L201,2024-10-01,2024-10-22,2024-10-15,100.0,101.93,4,15.0,0.0,4769.76,Card,0,0,FL,bnpl,0.2109,12,Customer disputes late fee; claims payment posted late.,1.0193,0,0.14715981555969782,1.0,0.0,0,1,0,Fee dispute—manual review recommended.
B1041,L201,2024-10-31,2024-11-21,2024-11-14,100.0,102.43,1,10.0,0.0,4669.76,Cash,0,0,FL,bnpl,0.2109,12,Set up autopay today—should clear next cycle.,1.0243,0,0.09762764814995606,2.0,0.14715981555969782,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1041,L201,2024-11-30,2024-12-21,2024-12-14,100.0,95.77,0,0.0,0.07,4574.06,Wallet,0,0,FL,bnpl,0.2109,12,Paid full on time via ACH.,0.9577,0,0.0,2.0,0.09762764814995606,0,1,0,On-time full or near-full payment.
B1041,L201,2024-12-30,2025-01-20,2025-01-13,100.0,95.1,4,15.0,0.09,4479.05,ACH,0,0,FL,bnpl,0.2109,12,Set up autopay today—should clear next cycle.,0.951,0,0.1577287066246057,2.0,0.0,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1041,L201,2025-01-29,2025-02-19,2025-02-12,100.0,101.62,0,0.0,0.0,4379.05,Wallet,0,0,FL,bnpl,0.2109,12,Paid full on time via ACH.,1.0162,0,0.0,1.0,0.1577287066246057,0,1,0,On-time full or near-full payment.
B1041,L201,2025-02-28,2025-03-21,2025-03-14,100.0,68.41,0,0.0,0.56,4311.2,Check,0,0,FL,bnpl,0.2109,12,Customer misunderstood minimum vs statement balance.,0.6840999999999999,1,0.0,1.0,0.0,0,1,0,Partial on-time payment—signal of intent; consider nudge to full.
B1042,L202,2024-10-01,2024-10-22,2024-10-15,100.0,104.33,0,0.0,0.0,2127.84,Cash,0,0,PA,revolving,0.1239,12,Paid full on time via ACH.,1.0433,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1042,L202,2024-10-31,2024-11-21,2024-11-14,100.0,104.98,0,0.0,0.0,2027.84,Check,0,0,PA,revolving,0.1239,12,Paid full on time via ACH.,1.0498,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1042,L202,2024-11-30,2024-12-21,2024-12-14,100.0,95.53,0,0.0,0.05,1932.36,ACH,0,0,PA,revolving,0.1239,12,Paid full on time via ACH.,0.9553,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1042,L202,2024-12-30,2025-01-20,2025-01-13,100.0,99.02,0,0.0,0.01,1833.35,Wallet,0,0,PA,revolving,0.1239,12,Paid full on time via ACH.,0.9902,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1042,L202,2025-01-29,2025-02-19,2025-02-12,100.0,99.8,0,0.0,0.0,1733.55,Check,0,0,PA,revolving,0.1239,12,Paid full on time via ACH.,0.998,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1042,L202,2025-02-28,2025-03-21,2025-03-14,100.0,104.84,0,0.0,0.0,1633.55,Card,0,0,PA,revolving,0.1239,12,Paid full on time via ACH.,1.0484,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1043,L203,2024-10-01,2024-10-22,2024-10-15,75.0,73.4,0,0.0,0.02,2022.42,Check,0,0,FL,installment,0.1738,36,Paid full on time via ACH.,0.9786666666666668,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1043,L203,2024-10-31,2024-11-21,2024-11-14,75.0,76.62,0,0.0,0.0,1947.42,Wallet,0,0,FL,installment,0.1738,36,Paid full on time via ACH.,1.0216,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1043,L203,2024-11-30,2024-12-21,2024-12-14,75.0,71.57,0,0.0,0.05,1875.9,ACH,0,0,FL,installment,0.1738,36,Paid full on time via ACH.,0.9542666666666666,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1043,L203,2024-12-30,2025-01-20,2025-01-13,75.0,78.08,0,0.0,0.0,1800.9,ACH,0,0,FL,installment,0.1738,36,Paid full on time via ACH.,1.0410666666666666,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1043,L203,2025-01-29,2025-02-19,2025-02-12,75.0,72.07,0,0.0,0.04,1728.87,ACH,0,0,FL,installment,0.1738,36,Paid full on time via ACH.,0.9609333333333332,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1043,L203,2025-02-28,2025-03-21,2025-03-14,75.0,76.35,0,0.0,0.0,1653.87,Check,0,0,FL,installment,0.1738,36,Paid full on time via ACH.,1.018,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1044,L204,2024-10-01,2024-10-22,2024-10-15,150.0,90.03,0,0.0,1.36,4390.23,Wallet,0,1,FL,bnpl,0.272,6,Hardship plan active: reduced payment accepted.,0.6002,1,0.0,0.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1044,L204,2024-10-31,2024-11-21,2024-11-14,150.0,104.59,0,0.0,1.03,4286.67,Check,0,1,FL,bnpl,0.272,6,Hardship plan active: reduced payment accepted.,0.6972666666666667,1,0.0,0.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1044,L204,2024-11-30,2024-12-21,2024-12-14,150.0,69.94,0,0.0,1.81,4218.54,Check,0,1,FL,bnpl,0.272,6,Hardship plan active: reduced payment accepted.,0.46626666666666666,1,0.0,0.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1044,L204,2024-12-30,2025-01-20,2025-01-13,150.0,98.92,0,0.0,1.16,4120.78,Wallet,0,1,FL,bnpl,0.272,6,Hardship plan active: reduced payment accepted.,0.6594666666666666,1,0.0,0.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1044,L204,2025-01-29,2025-02-19,2025-02-12,150.0,98.65,0,0.0,1.16,4023.29,Card,0,1,FL,bnpl,0.272,6,Hardship plan active: reduced payment accepted.,0.6576666666666667,1,0.0,0.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1044,L204,2025-02-28,2025-03-21,2025-03-14,150.0,69.26,0,0.0,1.83,3955.86,ACH,0,1,FL,bnpl,0.272,6,Hardship plan active: reduced payment accepted.,0.4617333333333334,1,0.0,0.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1045,L205,2024-10-01,2024-10-22,2024-10-15,100.0,100.18,4,10.0,0.0,1373.46,Wallet,1,0,CA,revolving,0.1259,12,Paid short due to cash flow timing; will catch up next cycle.,1.0018,0,0.09982032341784787,1.0,0.0,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1045,L205,2024-10-31,2024-11-21,2024-11-14,100.0,100.15,2,10.0,0.0,1273.46,Cash,1,0,CA,revolving,0.1259,12,Paid short due to cash flow timing; will catch up next cycle.,1.0015,0,0.09985022466300549,2.0,0.09982032341784787,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1045,L205,2024-11-30,2024-12-21,2024-12-14,100.0,97.24,4,5.0,0.03,1176.25,ACH,1,0,CA,revolving,0.1259,12,Card declined; trying ACH instead tomorrow.,0.9723999999999999,0,0.05141916906622789,3.0,0.09985022466300549,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1045,L205,2024-12-30,2025-01-20,2025-01-13,100.0,103.6,3,5.0,0.0,1076.25,Cash,1,0,CA,revolving,0.1259,12,Set up autopay today—should clear next cycle.,1.036,0,0.04826254826254826,3.0,0.05141916906622789,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1045,L205,2025-01-29,2025-02-19,2025-02-12,100.0,99.77,1,10.0,0.0,976.48,Check,1,0,CA,revolving,0.1259,12,Autopay failed; retry scheduled.,0.9976999999999999,0,0.10023053021950487,3.0,0.04826254826254826,1,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1045,L205,2025-02-28,2025-03-21,2025-03-14,100.0,104.32,3,15.0,0.0,876.48,Check,1,0,CA,revolving,0.1259,12,Autopay failed: insufficient funds. Retry scheduled.,1.0432,0,0.1437883435582822,3.0,0.10023053021950487,1,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1046,L206,2024-10-01,2024-10-22,2024-10-15,150.0,157.37,0,0.0,0.0,4375.16,Card,1,0,PA,revolving,0.2357,12,Paid full on time via ACH.,1.0491333333333335,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1046,L206,2024-10-31,2024-11-21,2024-11-14,150.0,149.71,0,0.0,0.01,4225.46,Wallet,1,0,PA,revolving,0.2357,12,Paid full on time via ACH.,0.9980666666666668,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1046,L206,2024-11-30,2024-12-21,2024-12-14,150.0,151.07,0,0.0,0.0,4075.46,Card,1,0,PA,revolving,0.2357,12,Paid full on time via ACH.,1.0071333333333332,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1046,L206,2024-12-30,2025-01-20,2025-01-13,150.0,155.47,0,0.0,0.0,3925.46,ACH,1,0,PA,revolving,0.2357,12,Paid full on time via ACH.,1.0364666666666666,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1046,L206,2025-01-29,2025-02-19,2025-02-12,150.0,154.46,0,0.0,0.0,3775.46,Check,1,0,PA,revolving,0.2357,12,Paid full on time via ACH.,1.0297333333333334,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1046,L206,2025-02-28,2025-03-21,2025-03-14,150.0,155.51,0,0.0,0.0,3625.46,ACH,1,0,PA,revolving,0.2357,12,Paid full on time via ACH.,1.0367333333333333,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1047,L207,2024-10-01,2024-10-22,2024-10-15,400.0,418.45,1,10.0,0.0,4067.37,ACH,1,0,TX,bnpl,0.2316,12,Autopay failed; retry scheduled.,1.046125,0,0.023897717767953162,1.0,0.0,0,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1047,L207,2024-10-31,2024-11-21,2024-11-14,400.0,385.15,0,0.0,0.29,3682.51,Cash,1,0,TX,bnpl,0.2316,12,Paid full on time via ACH.,0.9628749999999999,0,0.0,1.0,0.023897717767953162,0,1,0,On-time full or near-full payment.
B1047,L207,2024-11-30,2024-12-21,2024-12-14,400.0,416.35,0,0.0,0.0,3282.51,Card,1,0,TX,bnpl,0.2316,12,Paid full on time via ACH.,1.040875,0,0.0,1.0,0.0,0,1,0,On-time full or near-full payment.
B1047,L207,2024-12-30,2025-01-20,2025-01-13,400.0,413.29,0,0.0,0.0,2882.51,Wallet,1,0,TX,bnpl,0.2316,12,Paid full on time via ACH.,1.033225,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1047,L207,2025-01-29,2025-02-19,2025-02-12,400.0,387.73,0,0.0,0.24,2495.02,Wallet,1,0,TX,bnpl,0.2316,12,Paid full on time via ACH.,0.969325,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1047,L207,2025-02-28,2025-03-21,2025-03-14,400.0,419.25,0,0.0,0.0,2095.02,ACH,1,0,TX,bnpl,0.2316,12,Paid full on time via ACH.,1.048125,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1048,L208,2024-10-01,2024-10-22,2024-10-15,100.0,99.32,0,0.0,0.01,483.61,Card,0,0,FL,bnpl,0.2214,36,Paid full on time via ACH.,0.9932,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1048,L208,2024-10-31,2024-11-21,2024-11-14,100.0,98.42,0,0.0,0.03,385.22,Check,0,0,FL,bnpl,0.2214,36,Paid full on time via ACH.,0.9842,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1048,L208,2024-11-30,2024-12-21,2024-12-14,100.0,96.79,0,0.0,0.06,288.49,Wallet,0,0,FL,bnpl,0.2214,36,Paid full on time via ACH.,0.9679000000000001,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1048,L208,2024-12-30,2025-01-20,2025-01-13,100.0,96.03,0,0.0,0.07,192.53,Check,0,0,FL,bnpl,0.2214,36,Paid full on time via ACH.,0.9603,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1048,L208,2025-01-29,2025-02-19,2025-02-12,100.0,96.74,0,0.0,0.06,95.85,Check,0,0,FL,bnpl,0.2214,36,Paid full on time via ACH.,0.9673999999999999,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1048,L208,2025-02-28,2025-03-21,2025-03-14,100.0,95.68,0,0.0,0.08,0.25,Cash,0,0,FL,bnpl,0.2214,36,Paid full on time via ACH.,0.9568000000000001,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1049,L209,2024-10-01,2024-10-22,2024-10-15,75.0,77.79,4,15.0,0.0,630.84,Cash,0,1,PA,revolving,0.2434,6,Hardship plan active: reduced payment accepted for 2 months.,1.0372000000000001,0,0.19282684149633628,1.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1049,L209,2024-10-31,2024-11-21,2024-11-14,75.0,72.23,1,15.0,0.06,558.67,Cash,0,0,PA,revolving,0.2434,6,Paid short due to cash flow timing; will catch up next cycle.,0.9630666666666667,0,0.20766994323688218,2.0,0.19282684149633628,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1049,L209,2024-11-30,2024-12-21,2024-12-14,75.0,73.14,3,10.0,0.04,485.57,Card,0,0,PA,revolving,0.2434,6,Autopay failed: insufficient funds. Retry scheduled.,0.9752,0,0.13672409078479628,3.0,0.20766994323688218,1,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1049,L209,2024-12-30,2025-01-20,2025-01-13,75.0,78.73,1,15.0,0.0,410.57,Wallet,0,0,PA,revolving,0.2434,6,Card declined; trying ACH instead tomorrow.,1.0497333333333334,0,0.19052457767051947,3.0,0.13672409078479628,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1049,L209,2025-01-29,2025-02-19,2025-02-12,75.0,76.45,4,10.0,0.0,335.57,Cash,0,1,PA,revolving,0.2434,6,Hardship plan active: reduced payment accepted for 2 months.,1.0193333333333334,0,0.13080444735120994,3.0,0.19052457767051947,1,1,0,Hardship plan active; reduced payment accepted without fees.
B1049,L209,2025-02-28,2025-03-21,2025-03-14,75.0,73.3,1,10.0,0.03,262.3,Check,0,0,PA,revolving,0.2434,6,Set up autopay today—should clear next cycle.,0.9773333333333333,0,0.1364256480218281,3.0,0.13080444735120994,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1050,L200,2024-10-01,2024-10-22,2024-10-15,400.0,154.87,14,25.0,5.54,2341.01,Card,1,0,FL,bnpl,0.271,36,Multiple small penalties assessed over consecutive cycles.,0.387175,1,0.1614257118873894,1.0,0.0,0,-1,1,Late with fee—watch for penalty spiral if repeated.
B1050,L200,2024-10-31,2024-11-21,2024-11-14,400.0,87.47,13,25.0,7.06,2260.6,Card,1,0,FL,bnpl,0.271,36,Multiple small penalties assessed over consecutive cycles.,0.218675,0,0.2858122784954842,2.0,0.1614257118873894,0,-1,1,Late with fee—watch for penalty spiral if repeated.
B1050,L200,2024-11-30,2024-12-21,2024-12-14,400.0,193.57,12,25.0,4.66,2071.69,ACH,1,0,FL,bnpl,0.271,36,Multiple small penalties assessed over consecutive cycles.,0.483925,1,0.1291522446660123,3.0,0.2858122784954842,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1050,L200,2024-12-30,2025-01-20,2025-01-13,400.0,266.38,19,20.0,3.02,1808.33,Card,1,0,FL,bnpl,0.271,36,Multiple small penalties assessed over consecutive cycles.,0.66595,1,0.07508071176514754,3.0,0.1291522446660123,1,-1,1,Late with fee—watch for penalty spiral if repeated.
B1050,L200,2025-01-29,2025-02-19,2025-02-12,400.0,230.29,16,35.0,3.83,1581.87,Check,1,0,FL,bnpl,0.271,36,Multiple small penalties assessed over consecutive cycles.,0.5757249999999999,1,0.1519822832081289,3.0,0.07508071176514754,1,-1,1,Late with fee—watch for penalty spiral if repeated.
B1050,L200,2025-02-28,2025-03-21,2025-03-14,400.0,124.51,19,10.0,6.22,1463.58,ACH,1,0,FL,bnpl,0.271,36,Multiple small penalties assessed over consecutive cycles.,0.311275,1,0.08031483414986748,3.0,0.1519822832081289,1,-1,1,Late with fee—watch for penalty spiral if repeated.
B1051,L201,2024-10-01,2024-10-22,2024-10-15,250.0,248.33,0,0.0,0.03,2907.89,Wallet,1,0,NY,bnpl,0.1888,12,Paid full on time via ACH.,0.9933200000000001,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1051,L201,2024-10-31,2024-11-21,2024-11-14,250.0,249.11,0,0.0,0.01,2658.79,Card,1,0,NY,bnpl,0.1888,12,Paid full on time via ACH.,0.9964400000000001,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1051,L201,2024-11-30,2024-12-21,2024-12-14,250.0,252.5,0,0.0,0.0,2408.79,Cash,1,0,NY,bnpl,0.1888,12,Paid full on time via ACH.,1.01,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1051,L201,2024-12-30,2025-01-20,2025-01-13,250.0,259.0,2,5.0,0.0,2158.79,ACH,1,0,NY,bnpl,0.1888,12,Autopay failed; retry scheduled.,1.036,0,0.019305019305019305,1.0,0.0,0,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1051,L201,2025-01-29,2025-02-19,2025-02-12,250.0,240.12,0,0.0,0.16,1918.83,ACH,1,0,NY,bnpl,0.1888,12,Paid full on time via ACH.,0.96048,0,0.0,1.0,0.019305019305019305,0,1,0,On-time full or near-full payment.
B1051,L201,2025-02-28,2025-03-21,2025-03-14,250.0,251.77,0,0.0,0.0,1668.83,Check,1,0,NY,bnpl,0.1888,12,Paid full on time via ACH.,1.00708,0,0.0,1.0,0.0,0,1,0,On-time full or near-full payment.
B1052,L202,2024-10-01,2024-10-22,2024-10-15,100.0,95.33,0,0.0,0.1,1982.59,Check,0,0,TX,installment,0.2441,12,Paid full on time via ACH.,0.9533,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1052,L202,2024-10-31,2024-11-21,2024-11-14,100.0,98.58,0,0.0,0.03,1884.04,Card,0,0,TX,installment,0.2441,12,Paid full on time via ACH.,0.9858,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1052,L202,2024-11-30,2024-12-21,2024-12-14,100.0,104.77,0,0.0,0.0,1784.04,Card,0,0,TX,installment,0.2441,12,Paid full on time via ACH.,1.0476999999999999,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1052,L202,2024-12-30,2025-01-20,2025-01-13,100.0,101.89,0,0.0,0.0,1684.04,Card,0,0,TX,installment,0.2441,12,Paid full on time via ACH.,1.0189,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1052,L202,2025-01-29,2025-02-19,2025-02-12,100.0,103.21,0,0.0,0.0,1584.04,Card,0,0,TX,installment,0.2441,12,Paid full on time via ACH.,1.0321,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1052,L202,2025-02-28,2025-03-21,2025-03-14,100.0,96.67,0,0.0,0.07,1487.44,ACH,0,0,TX,installment,0.2441,12,Paid full on time via ACH.,0.9667,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1053,L203,2024-10-01,2024-10-22,2024-10-15,150.0,156.53,4,10.0,0.0,1694.76,Cash,1,1,NY,revolving,0.1399,24,Hardship plan active: reduced payment accepted for 2 months.,1.0435333333333334,0,0.06388551715326135,1.0,0.0,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1053,L203,2024-10-31,2024-11-21,2024-11-14,150.0,152.41,4,10.0,0.0,1544.76,Card,1,0,NY,revolving,0.1399,24,Customer misunderstood minimum vs statement balance.,1.0160666666666667,0,0.06561249261859459,2.0,0.06388551715326135,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1053,L203,2024-11-30,2024-12-21,2024-12-14,150.0,143.11,4,10.0,0.08,1401.73,Check,1,0,NY,revolving,0.1399,24,Autopay failed: insufficient funds. Retry scheduled.,0.9540666666666667,0,0.06987631891551953,3.0,0.06561249261859459,1,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1053,L203,2024-12-30,2025-01-20,2025-01-13,150.0,144.89,1,15.0,0.06,1256.9,Cash,1,0,NY,revolving,0.1399,24,Customer misunderstood minimum vs statement balance.,0.9659333333333332,0,0.10352681344468219,3.0,0.06987631891551953,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1053,L203,2025-01-29,2025-02-19,2025-02-12,150.0,147.55,4,5.0,0.03,1109.38,Wallet,1,0,NY,revolving,0.1399,24,Employer payroll delay; expects full payment Friday.,0.9836666666666667,0,0.03388681802778719,3.0,0.10352681344468219,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1053,L203,2025-02-28,2025-03-21,2025-03-14,150.0,149.97,2,10.0,0.0,959.41,Cash,1,0,NY,revolving,0.1399,24,Autopay failed: insufficient funds. Retry scheduled.,0.9998,0,0.0666800026672001,3.0,0.03388681802778719,1,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1054,L204,2024-10-01,2024-10-22,2024-10-15,75.0,73.18,0,0.0,0.03,564.79,Check,1,0,PA,bnpl,0.1989,36,Paid full on time via ACH.,0.9757333333333335,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1054,L204,2024-10-31,2024-11-21,2024-11-14,75.0,78.46,0,0.0,0.0,489.79,Card,1,0,PA,bnpl,0.1989,36,Paid full on time via ACH.,1.0461333333333334,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1054,L204,2024-11-30,2024-12-21,2024-12-14,75.0,74.44,0,0.0,0.01,415.36,Check,1,0,PA,bnpl,0.1989,36,Paid full on time via ACH.,0.9925333333333333,0,0.0,0.0,0.0,0,1,0,On-time full or near-full payment.
B1054,L204,2024-12-30,2025-01-20,2025-01-13,75.0,77.01,1,5.0,0.0,340.36,Check,1,0,PA,bnpl,0.1989,36,Autopay failed; retry scheduled.,1.0268000000000002,0,0.06492663290481755,1.0,0.0,0,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1054,L204,2025-01-29,2025-02-19,2025-02-12,75.0,75.59,2,10.0,0.0,265.36,Check,1,0,PA,bnpl,0.1989,36,Autopay failed; retry scheduled.,1.0078666666666667,0,0.13229263130043656,2.0,0.06492663290481755,0,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1054,L204,2025-02-28,2025-03-21,2025-03-14,75.0,75.8,0,0.0,0.0,190.36,Card,1,0,PA,bnpl,0.1989,36,Paid full on time via ACH.,1.0106666666666666,0,0.0,2.0,0.13229263130043656,0,1,0,On-time full or near-full payment.
B1055,L205,2024-10-01,2024-10-22,2024-10-15,100.0,96.32,4,10.0,0.09,3702.78,Card,1,0,FL,bnpl,0.2787,12,Employer payroll delay; expects full payment Friday.,0.9632,0,0.10382059800664453,1.0,0.0,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1055,L205,2024-10-31,2024-11-21,2024-11-14,100.0,104.71,3,5.0,0.0,3602.78,Wallet,1,0,FL,bnpl,0.2787,12,Partial payment made at branch; slip photo uploaded.,1.0471,0,0.047750931143157295,2.0,0.10382059800664453,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1055,L205,2024-11-30,2024-12-21,2024-12-14,100.0,95.97,1,15.0,0.09,3506.9,ACH,1,0,FL,bnpl,0.2787,12,Set up autopay today—should clear next cycle.,0.9597,0,0.15629884338855893,3.0,0.047750931143157295,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1055,L205,2024-12-30,2025-01-20,2025-01-13,100.0,95.95,1,15.0,0.09,3411.04,ACH,1,0,FL,bnpl,0.2787,12,Card declined; trying ACH instead tomorrow.,0.9595,0,0.1563314226159458,3.0,0.15629884338855893,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1055,L205,2025-01-29,2025-02-19,2025-02-12,100.0,103.58,1,15.0,0.0,3311.04,Check,1,0,FL,bnpl,0.2787,12,Paid short due to cash flow timing; will catch up next cycle.,1.0358,0,0.14481560146746478,3.0,0.1563314226159458,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1055,L205,2025-02-28,2025-03-21,2025-03-14,100.0,104.7,3,15.0,0.0,3211.04,Cash,1,0,FL,bnpl,0.2787,12,Customer misunderstood minimum vs statement balance.,1.047,0,0.14326647564469913,3.0,0.14481560146746478,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1056,L206,2024-10-01,2024-10-22,2024-10-15,100.0,97.53,2,5.0,0.04,4671.14,Wallet,0,0,NY,installment,0.1918,36,Partial payment made at branch; slip photo uploaded.,0.9753000000000001,0,0.05126627704296114,1.0,0.0,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1056,L206,2024-10-31,2024-11-21,2024-11-14,100.0,100.34,1,5.0,0.0,4571.14,Check,0,0,NY,installment,0.1918,36,Set up autopay today—should clear next cycle.,1.0034,0,0.04983057604145904,2.0,0.05126627704296114,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1056,L206,2024-11-30,2024-12-21,2024-12-14,100.0,99.46,3,15.0,0.01,4471.69,Check,0,0,NY,installment,0.1918,36,"Payment posted, but fee assessment appears duplicated.",0.9945999999999999,0,0.15081439774783834,3.0,0.04983057604145904,1,1,0,Fee dispute—manual review recommended.
B1056,L206,2024-12-30,2025-01-20,2025-01-13,100.0,100.4,4,10.0,0.0,4371.69,ACH,0,0,NY,installment,0.1918,36,Autopay failed: insufficient funds. Retry scheduled.,1.004,0,0.099601593625498,3.0,0.15081439774783834,1,1,0,Autopay failure likely caused the delay/fee; ensure funds & retry.
B1056,L206,2025-01-29,2025-02-19,2025-02-12,100.0,100.31,4,10.0,0.0,4271.69,Cash,0,0,NY,installment,0.1918,36,Paid short due to cash flow timing; will catch up next cycle.,1.0031,0,0.09969095803010666,3.0,0.099601593625498,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1056,L206,2025-02-28,2025-03-21,2025-03-14,100.0,99.52,1,15.0,0.01,4172.18,ACH,0,0,NY,installment,0.1918,36,Partial payment made at branch; slip photo uploaded.,0.9952,0,0.15072347266881028,3.0,0.09969095803010666,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1057,L207,2024-10-01,2024-10-22,2024-10-15,75.0,73.67,1,5.0,0.02,504.56,Cash,0,0,PA,installment,0.2135,36,Employer payroll delay; expects full payment Friday.,0.9822666666666667,0,0.06787023211619383,1.0,0.0,0,1,0,Late with fee—watch for penalty spiral if repeated.
B1057,L207,2024-10-31,2024-11-21,2024-11-14,75.0,74.92,4,10.0,0.0,429.64,Wallet,0,1,PA,installment,0.2135,36,Hardship plan active: reduced payment accepted for 2 months.,0.9989333333333333,0,0.13347570742124934,2.0,0.06787023211619383,0,1,0,Hardship plan active; reduced payment accepted without fees.
B1057,L207,2024-11-30,2024-12-21,2024-12-14,75.0,72.33,2,10.0,0.05,357.36,Card,0,0,PA,installment,0.2135,36,Employer payroll delay; expects full payment Friday.,0.9643999999999999,0,0.13825521913452232,3.0,0.13347570742124934,1,1,0,Late with fee—watch for penalty spiral if repeated.
B1057,L207,2024-12-30,2025-01-20,2025-01-13,75.0,72.66,3,5.0,0.04,284.74,Wallet,0,0,PA,installment,0.2135,36,"Payment posted, but fee assessment appears duplicated.",0.9688,0,0.06881365262868154,3.0,0.13825521913452232,1,1,0,Fee dispute—manual review recommended.
